species,food,protein_g,fat_g,carbs_g,fiber_g,sugar_g,calories,omega3_mg,omega6_mg,bioavailability_score,glycemic_index,ingredient_cost_usd,toxin_flag,protein_match,fat_match,carb_tolerance,sugar_risk,omega_balance,bioavailability_match,glycemic_risk,digestibility_index,fiber_compatibility,predicted_caloric_density,health_grade,nutrient_match_ratio,omega_ratio,cost_nutrition_efficiency,sugar_overload_risk,macro_balance_score,species_Bird,species_Cat,species_Dog,species_Fish,species_Guinea Pig,species_Hamster,species_Rabbit,species_Turtle,grade_encoded,protein_g_scaled,fat_g_scaled,carbs_g_scaled,fiber_g_scaled,sugar_g_scaled,calories_scaled,omega3_mg_scaled,omega6_mg_scaled,bioavailability_score_scaled,glycemic_index_scaled,ingredient_cost_usd_scaled,toxin_flag_scaled,protein_match_scaled,fat_match_scaled,carb_tolerance_scaled,sugar_risk_scaled,omega_balance_scaled,bioavailability_match_scaled,glycemic_risk_scaled,digestibility_index_scaled,fiber_compatibility_scaled,nutrient_match_ratio_scaled,omega_ratio_scaled,cost_nutrition_efficiency_scaled,sugar_overload_risk_scaled,macro_balance_score_scaled
Dog,Chicken Breast,31.0,3.6,0.0,0.0,0.0,165.0,70.0,600.0,0.92,0.0,0.55,0.0,0.8611111111111112,1.0,1.0,0.0,0.2954545454545454,0.92,0.0,0.782,0.7,0.3631,A,0.8913888888888889,0.10432190760059612,0.24177897574123988,0.0,0.0,False,False,True,False,False,False,False,False,0,2.003441912160058,-0.20254899161583984,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,0.11013124646993366,-0.1110770729798697,0.33802371937854225,1.217942717743042,-0.8445989670564789,0.06938321901512969,-0.28338473030642275,1.6971235125537456,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.4919003520271884,1.217942717743042,-0.8445989670564789,1.2012390573820109,0.20916733527943104,1.7327719335136471,-0.5493510259795461,0.12497419368768502,-0.561283735592475,-0.46960194786044923
Dog,Beef (Ground 85%),26.1,15.0,0.0,0.0,0.0,250.0,50.0,520.0,0.9,0.0,0.65,0.0,0.7250000000000001,1.0,1.0,0.0,0.2318181818181818,0.9,0.0,0.765,0.7,0.41,A,0.8437500000000001,0.08756567425569177,0.30406985810073284,0.0,0.03448448040600549,False,False,True,False,False,False,False,False,0,1.5276954834773935,1.5985780438902368,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,0.7762171357726249,-0.31617829533822334,0.18783520266892784,1.1200325845261836,-0.8445989670564789,0.28589822870773257,-0.28338473030642275,1.2748340904074182,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.6779516123188528,1.1200325845261836,-0.8445989670564789,1.1395373837000582,0.20916733527943104,1.4318316753452331,-0.61266005067113,0.47347954062362585,-0.561283735592475,-0.32617409895301774
Dog,Salmon,20.4,6.3,0.0,0.0,0.0,140.0,266.25,170.0,0.95,0.0,1.2,0.0,0.5666666666666667,1.0,1.0,0.0,0.5386363636363636,0.95,0.0,0.8075,0.7,0.2834,A,0.7883333333333333,0.6089193825042881,0.09803949364217569,0.0,0.0,False,False,True,False,False,False,False,False,0,0.9742761684791911,0.2240337273198099,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,-0.08577636803085786,1.9014786714114753,-0.4692395579356353,1.3648079175683292,-0.8445989670564789,1.4767307820170485,-0.28338473030642275,0.7835994564820985,0.49540421245439903,0.3740253204800018,-0.6320512748559184,0.21908124980167235,1.3648079175683292,-0.8445989670564789,1.2937915679049394,0.20916733527943104,1.081758313802383,1.3571379408683346,-0.6792201952796217,-0.561283735592475,-0.46960194786044923
Dog,Tuna,23.3,1.0,0.0,0.0,0.0,109.0,266.25,40.0,0.93,0.0,0.9,0.0,0.6472222222222223,1.0,1.0,0.0,0.509090909090909,0.93,0.0,0.7905,0.7,0.2888,A,0.8165277777777779,0.8665581773799838,0.09935800049007595,0.0,0.0,False,False,True,False,False,False,False,False,0,1.2558403813730135,-0.61333235059091,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,-0.32870181001183935,1.9014786714114753,-0.7132958975887588,1.2668977843514713,-0.8445989670564789,0.8271857529392398,-0.28338473030642275,1.0335258491809454,0.49540421245439903,0.3740253204800018,-0.6320512748559184,0.13270030752339956,1.2668977843514713,-0.8445989670564789,1.232089894222987,0.20916733527943104,1.2598658135347105,2.3305584280720137,-0.671843406429321,-0.561283735592475,-0.46960194786044923
Dog,Turkey Breast,29.0,1.0,0.0,0.0,0.0,135.0,40.0,410.0,0.91,0.0,0.6,0.0,0.8055555555555556,1.0,1.0,0.0,0.184090909090909,0.91,0.0,0.7735,0.7,0.3356,A,0.8719444444444445,0.08869179600886919,0.179630514860951,0.0,0.0,False,False,True,False,False,False,False,False,0,1.8092596963712153,-0.61333235059091,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,-0.12495789093101617,-0.41872890651740013,-0.018674007806792008,1.168987651134613,-0.8445989670564789,0.177640723861431,-0.28338473030642275,1.5247604831062649,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.8174900575376014,1.168987651134613,-0.8445989670564789,1.1703882205410343,0.20916733527943104,1.60993917507756,-0.6084052955355242,-0.2227343328286205,-0.561283735592475,-0.46960194786044923
Dog,Lamb,25.5,16.5,0.0,0.0,0.0,258.0,100.0,850.0,0.88,0.0,0.85,0.0,0.7083333333333334,1.0,1.0,0.0,0.4204545454545454,0.88,0.0,0.748,0.7,0.3916,A,0.8379166666666668,0.10515247108307045,0.23547169811320753,0.0,0.06714006359398117,False,False,True,False,False,False,False,False,0,1.4694408187407404,1.8355684432989312,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,0.8389075724128782,0.19657476055766074,0.8073628340960874,1.022122451309325,-0.8445989670564789,0.7189282480929383,-0.28338473030642275,1.223125181573174,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.12644251931141884,1.022122451309325,-0.8445989670564789,1.0778357100181055,0.20916733527943104,1.3949818478144067,-0.5462129601065326,0.08968620458371104,-0.561283735592475,-0.1903529992488922
Dog,Pork Loin,27.3,8.0,0.0,0.0,0.0,196.0,30.0,700.0,0.87,0.0,0.55,0.0,0.7583333333333333,1.0,1.0,0.0,0.2272727272727272,0.87,0.0,0.7394999999999999,0.7,0.3776,A,0.8554166666666666,0.04103967168262654,0.2715951972555746,0.0,0.0,False,False,True,False,False,False,False,False,0,1.6442048129506992,0.4926228466496635,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,0.35305668845091515,-0.521279517696577,0.5257593652655603,0.9731673847008958,-0.8445989670564789,0.06938321901512969,-0.28338473030642275,1.3782519080759064,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.6912409880539719,0.9731673847008958,-0.8445989670564789,1.0469848731771292,0.20916733527943104,1.5055313304068847,-0.7884463258482196,0.29179014217919835,-0.561283735592475,-0.46960194786044923
Dog,Duck,19.0,11.2,0.0,0.0,0.0,201.0,90.0,1100.0,0.86,0.0,1.0,0.0,0.5277777777777778,1.0,1.0,0.0,0.4545454545454546,0.86,0.0,0.731,0.7,0.3344,A,0.7747222222222222,0.07556675062972293,0.15265390690012398,0.0,0.04200222950611432,False,False,True,False,False,False,False,False,0,0.8383486174270013,0.9982023653882113,-0.85928796928215,-0.4512861690697741,-0.7494387621863047,0.39223821135107345,0.09402414937848393,1.2767019488136324,0.9242123180924666,-0.8445989670564789,1.0437007626318426,-0.28338473030642275,0.6629453358688623,0.49540421245439903,0.3740253204800018,-0.6320512748559184,-0.0267722012980269,0.9242123180924666,-0.8445989670564789,1.016134036336153,0.20916733527943104,0.9957753828971215,-0.6579948306585369,-0.373663196900332,-0.561283735592475,-0.29490627733124813
Dog,Egg (Whole),12.6,9.5,0.7,0.0,0.4,143.0,74.0,1150.0,0.94,0.0,0.25,0.0,0.35,1.0,1.0,0.02,0.4295454545454545,0.94,0.0,0.7989999999999999,0.7,0.3795,A,0.7125,0.060408163265306125,0.461132075471698,0.0,0.17987462521484998,False,False,True,False,False,False,False,False,0,0.21696552690270418,0.7296132460583578,-0.8038379368168407,-0.4512861690697741,-0.6240970876743095,-0.062267454290762886,-0.07005682850819897,1.3705697717571415,1.3158528509599,-0.8445989670564789,-0.5801618100626792,-0.28338473030642275,0.11138364163692452,0.49540421245439903,0.3740253204800018,-0.541242275366415,-0.09986376784118105,1.3158528509599,-0.8445989670564789,1.262940731063963,0.20916733527943104,0.6027105559016417,-0.715267569823108,1.3522120369703339,-0.561283735592475,0.27853258291541394
Dog,Egg (White),10.9,0.2,0.7,0.0,0.7,52.0,0.0,0.0,0.88,0.0,0.2,0.0,0.3027777777777778,1.0,1.0,0.0349999999999999,0.0,0.88,0.0,0.748,0.7,0.3156,A,0.6959722222222223,0.0,0.1943575920934411,0.0,0.0,False,False,True,False,False,False,False,False,0,0.05191064348218786,-0.7397272302755469,-0.8038379368168407,-0.4512861690697741,-0.530090831790313,-0.7753711710736441,-0.8289313512341074,-0.788390155943566,1.022122451309325,-0.8445989670564789,-0.6884193149089806,-0.28338473030642275,-0.03512493339343374,0.49540421245439903,0.3740253204800018,-0.4731355257492879,-1.3557097748099165,1.022122451309325,-0.8445989670564789,1.0778357100181055,0.20916733527943104,0.4983027112309678,-0.943503941388052,-0.14033920587182297,-0.561283735592475,-0.46960194786044923
Dog,Cottage Cheese,11.1,4.3,3.4,0.0,2.7,98.0,20.0,80.0,0.8,27.0,0.4,0.0,0.3083333333333333,1.0,1.0,0.135,0.0636363636363636,0.8,0.27,0.68,0.7,0.321,B,0.6979166666666666,0.19801980198019803,0.1705559971551688,0.024300000000000006,0.3217809762751853,False,False,True,False,False,False,False,False,1,0.07132886506107207,-0.09195347189178253,-0.5899592401649331,-0.4512861690697741,0.09661754076966304,-0.41490116039218766,-0.6238301288757537,-0.6382016392339516,0.6304819184418917,0.2823762177392122,-0.25538929552377476,-0.28338473030642275,-0.017888630448685924,0.49540421245439903,0.3740253204800018,-0.0190905283017705,-1.169658514518252,0.6304819184418917,0.2823762177392121,0.8310290152902956,0.20916733527943104,0.5105859870745757,-0.19533815287572534,-0.27350449086039225,-0.12386452951690871,0.8687494700268161
Dog,Yogurt (Plain),3.5,3.3,4.7,0.0,4.7,61.0,10.0,50.0,0.78,36.0,0.3,0.0,0.0972222222222222,1.0,1.0,0.235,0.034090909090909,0.78,0.36,0.663,0.7,0.307,C,0.6240277777777777,0.16393442622950818,0.13689813534000994,0.0564,0.8006508755390473,False,False,True,False,False,False,False,False,2,-0.6665635549365306,-0.24994707149757875,-0.4869806084436442,-0.4512861690697741,0.7233259133296391,-0.7048444298533592,-0.7263807400549306,-0.694522333000057,0.5325717852250332,0.6580346126711092,-0.4719043052163777,-0.28338473030642275,-0.6728681423491117,0.49540421245439903,0.3740253204800018,0.4349544691457463,-1.256039456796525,0.5325717852250332,0.658034612671109,0.769327341608343,0.20916733527943104,0.04382150501744295,-0.32412078860325705,-0.46181366813802455,0.4539608414718021,2.860465127310517
Dog,Milk (Whole),3.3,3.3,4.8,0.0,5.1,61.0,30.0,120.0,0.75,31.0,0.15,0.0,0.0916666666666666,1.0,1.0,0.255,0.0954545454545454,0.75,0.31,0.6375,0.7,0.3206,B,0.6220833333333333,0.1986754966887417,0.2550385934819897,0.0527,0.769998299263156,False,False,True,False,False,False,False,False,1,-0.6859817765154149,-0.24994707149757875,-0.47905917523431435,-0.4512861690697741,0.8486675878416341,-0.7048444298533592,-0.521279517696577,-0.5631073808791444,0.3857065853997455,0.4493355043756108,-0.796676819755282,-0.28338473030642275,-0.69010444529386,0.49540421245439903,0.3740253204800018,0.5257634686352498,-1.0766328843724198,0.3857065853997455,0.4493355043756107,0.6767748310854139,0.20916733527943104,0.03153822917383438,-0.19286078271508858,0.19915917078126666,0.38735791708992573,2.732974933839125
Dog,Cheese (Cheddar),25.0,17.8625,1.3,0.0,0.5,403.0,100.0,650.0,0.82,0.0,0.7,0.0,0.6944444444444444,0.6759999999999999,1.0,0.025,0.375,0.82,0.0,0.697,0.7,0.487,A,0.7520555555555556,0.13315579227696406,0.4151407242770516,0.0,0.16591924432800598,False,False,True,False,False,False,False,False,0,1.4208952647935298,2.0508347227618287,-0.7563093375608612,-0.4512861690697741,-0.5927616690463107,1.975171736517469,0.19657476055766074,0.4318915423220513,0.7283920516587497,-0.8445989670564789,0.3941557335540339,-0.28338473030642275,1.1800344242113037,-0.3769080582701347,0.3740253204800018,-0.5185400254940391,-0.25933627666260767,0.7283920516587497,-0.8445989670564789,0.8927306889722478,0.20916733527943104,0.8525874816344827,-0.4404097693524662,1.0948993902872952,-0.561283735592475,0.22048936353910167
